id	category	question	value	distractor1	distractor2	distractor3	audit_status	issues
DV20-1087	Chair Flying - Emergency Pressure Loops	Under time pressure at Touch and go (paved) — flap setting, What flap setting is used for a touch and go on a paved run…	UP (considering distance available)	LDG until rotation	Full flap throughout	T/O always		
DV20-1088	Chair Flying - Emergency Pressure Loops	Under time pressure at Strong crosswind — recommended landing type, In a strong crosswind, what type of landing may be …	A flapless landing	Higher power on final only	Full flap landing always	Slip without rudder correction		
DV20-1089	Chair Flying - Emergency Pressure Loops	Under time pressure at Go-around — flap setting after power, After applying power in a go-around, what flap setting is …	"T/O after ""Speed checked"" within white arc"	"Increase power setting by 2"""	Clock position combined with above/below/on the horizon	Decrease angle of attack, not altitude loss		
DV20-1090	Chair Flying - Emergency Pressure Loops	Under time pressure at Go-around, balked landing, What is the initial climb speed sequence after a go-around?	58 kts (Vx), then 65 kts (Vy) when clear of obstacles	90 kts until downwind	51 kts until 200 ft	70 kts immediately		
DV20-1091	Chair Flying - Emergency Pressure Loops	Under time pressure at Go-around — flaps UP height/prop setting, After a go-around, above what height are flaps selecte…	200 ft AAL	700 ft AAL	500 ft AGL on base	1000 ft AAL		
DV20-1092	Chair Flying - Emergency Pressure Loops	Under time pressure at Go-around at Hilversum — runway side restriction, During a go-around at Hilversum, which side of…	Right side of runway due to gliders/paras	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"	100 ft/min extra descend rate		
DV20-1093	Chair Flying - Emergency Pressure Loops	Under time pressure at Rejected takeoff — abort criterion, A rejected takeoff should be executed if a continued takeoff…	Rotation	Flap retraction	Crosswind turn	MOGAS per BAZ-Regulation		
DV20-1094	Chair Flying - Emergency Pressure Loops	Under time pressure at Engine failure after takeoff, Below what height should a simulated engine failure after takeoff …	300 ft AGL	500 ft AGL	700 ft AAL	200 ft AAL		
DV20-1095	Chair Flying - Emergency Pressure Loops	Under time pressure at Engine failure after takeoff — glide speed, After an engine failure after takeoff, to what glide…	59 kts with flaps T/O, or 70 kts with flaps UP	Maintain airplane control — fly the airplane	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"		
DV20-1096	Chair Flying - Emergency Pressure Loops	Under time pressure at Engine failure in flight (>1500 ft) — fly-to area, On an engine failure in flight above 1500 ft,…	Downwind with 1000 ft point	100 ft before desired altitude	2000 ft AGL	3000 ft AGL		
DV20-1097	Chair Flying - Emergency Pressure Loops	Under time pressure at Engine failure in flight (<700 ft) — fly-to area, On an engine failure in flight below 700 ft, w…	Direct final	Climb to 1500 ft first	Direct base only	77 liters		
DV20-1098	Chair Flying - Emergency Pressure Loops	Under time pressure at Emergency landing engine off — approach speed, What airspeed is used for an emergency landing wi…	59 kts	43 kts always	55 kts on downwind only	70 kts		
DV20-1099	Chair Flying - Emergency Pressure Loops	Under time pressure at Electrical fire including smoke in flight, What is the first action for an electrical fire (with…	Master switch (battery) OFF	Full throttle	Open canopy immediately	Extend flaps LDG		
DV20-1100	Chair Flying - Emergency Pressure Loops	Under time pressure at Generator warning light with discharge — action, If the generator warning light shows with disch…	Switch off all nonessential equipment and land at nearest suitable airport	Increase throttle to maximum	Turn master switch ON and OFF repeatedly	Continue flight indefinitely		
DV20-1101	Chair Flying - Emergency Pressure Loops	Under time pressure at introduction, What is the first priority in all abnormal procedures?	Maintain airplane control — fly the airplane	Extend flaps immediately	Complete radio calls first	Shut down all electrical systems		
DV20-1102	Chair Flying - Emergency Pressure Loops	Under time pressure at Fuel dipstick — lowest notch indication, On the fuel dipstick, what does the lowest notch indica…	10 liters of usable fuel	Full tank only	77 liters total	Unusable fuel quantity		
DV20-1103	Chair Flying - Emergency Pressure Loops	Under time pressure at Approved fuel grades, What is the preferred approved fuel at EHHV?	MOGAS per BAZ-Regulation	Aviation lubricant mixed with fuel	Jet A-1	Automotive diesel		
DV20-1104	Chair Flying - Emergency Pressure Loops	Under time pressure at Approved lubricant CAUTION — prohibited substitute, According to the document's CAUTION, what mu…	Aviation lubricant for engine oil	MOGAS at EHHV	SF or SG marked automotive oil	100LL AVGAS		
DV20-1105	Chair Flying - Emergency Pressure Loops	Under time pressure at Departure briefing — Hilversum circuit join point, In the departure briefing example, where is t…	700 ft at crosswind leg under 45°	700 ft AAL	1000 ft AAL	500 ft and 20° before extended centerline		
DV20-1106	Chair Flying - Emergency Pressure Loops	Under time pressure at Departure and approach briefing & TEM, What should threat and error management briefings identif…	Threats and how to mitigate them	Passenger meal preferences	Historical accident statistics only	MOGAS per BAZ-Regulation		
DV20-1107	Chair Flying - Emergency Pressure Loops	Under time pressure at EHHV glide-in — downwind requirement, What does an EHHV glide-in from 1000 ft downwind require?	Mandatory call, no traffic ahead, instructor only	Solo student approval	No radio call required	Full flap landing		
DV20-1108	Chair Flying - Emergency Pressure Loops	Under time pressure at Solo student call sign prefix, What call sign prefix should solo student pilots use?	STUDENT	GLIDER	TRAINING	DV20		
DV20-1109	Chair Flying - Emergency Pressure Loops	Under time pressure at Instruments/brakes check during taxiing, When taxiing, the instruments/brakes check is called ou…	The parking area	Crosswind leg	The runway	STUDENT		
DV20-1110	Chair Flying - Emergency Pressure Loops	Under time pressure at After take-off, On the AFTER TAKE-OFF checklist (minimum 200 ft AAL), what should you do?	Select flaps UP and set propeller speed to 2400 RPM	Set flaps T/O and reduce to idle power	Retract flaps and turn electric fuel pump OFF	Extend flaps LDG and set MAX RPM		
DV20-1111	Chair Flying - Emergency Pressure Loops	Under time pressure at Electric fuel pump OFF timing, When should the electric fuel pump be switched OFF after takeoff?	Above 1000 ft AAL	3000 ft AGL	700 ft AAL	1000 ft AAL		
DV20-1112	Chair Flying - Emergency Pressure Loops	Under time pressure at Engine run-up — throttle RPM (brakes held), During the engine run-up, to what RPM is the throttl…	1700 RPM	1500 RPM	1100 RPM	2400 RPM		
DV20-1113	Chair Flying - Emergency Pressure Loops	Under time pressure at Starting engine (CAUTION), If oil pressure is below 1.5 bar after start, what is the maximum del…	10 seconds	5 seconds	15 seconds	30 seconds		
DV20-1114	Chair Flying - Emergency Pressure Loops	Under time pressure at Downwind, what position should carburetor heat be in?	ON	OFF	T/O	UP		
DV20-1115	Chair Flying - Emergency Pressure Loops	Under time pressure at Emergency landing with engine off — approach speed, What airspeed does the EMERGENCY LANDING WIT…	59 kts	70 kts	43 kts	55 kts		
DV20-1116	Chair Flying - Emergency Pressure Loops	Under time pressure at Flap system failure (UP only) — approach speed adjustment, In a flap system failure where only t…	Raised by 10 kts	104 kts	15 kts	64 kts		
DV20-1117	Chair Flying - Emergency Pressure Loops	Under time pressure at Taxi warm-up — oil temperature RPM, During taxi warm-up, at what RPM is the engine oil warmed to…	1100–1500 RPM	1700 RPM	2400 RPM ±100 RPM	1100 RPM		
DV20-1118	Chair Flying - Emergency Pressure Loops	Under time pressure at General aircraft numbers - Speeds, What is Vy (best rate of climb) for the DV20?	70 kts	58 kts	65 kts	90 kts		
DV20-1119	Chair Flying - Emergency Pressure Loops	Under time pressure at General aircraft numbers - Speeds, What is Vy (best rate of climb) with flaps in the T/O positio…	65 kts	75 kts	58 kts	70 kts		
DV20-1120	Chair Flying - Emergency Pressure Loops	Under time pressure at General aircraft numbers - Speeds, What is Vx (best angle of climb) with flaps T/O?	58 kts	51 kts	65 kts	70 kts		
DV20-1121	Chair Flying - Emergency Pressure Loops	Under time pressure at General aircraft numbers - Speeds, What is the stall speed VS1 (flaps up)?	43 kts	39 kts	58 kts	38 kts		
DV20-1122	Chair Flying - Emergency Pressure Loops	Under time pressure at General aircraft numbers - Speeds, What is VSO (stall speed, flaps down)?	38 kts	43 kts	55 kts	39 kts		
DV20-1123	Chair Flying - Emergency Pressure Loops	Under time pressure at General aircraft numbers - Speeds, What is VFE (maximum speed with flaps extended)?	81 kts	104 kts	117 kts	70 kts		
DV20-1124	Chair Flying - Emergency Pressure Loops	Under time pressure at General aircraft numbers - Speeds, What is VA (maneuvering speed)?	104 kts	117 kts	90 kts	161 kts		
DV20-1125	Chair Flying - Emergency Pressure Loops	Under time pressure at General aircraft numbers - Speeds, What is the maximum demonstrated crosswind component?	15 kts	20 kts	25 kts	10 kts		
DV20-1126	Chair Flying - Emergency Pressure Loops	Under time pressure at Vy (best rate of climb), What is the best glide speed with flaps UP?	70 kts	58 kts	59 kts	64 kts		
DV20-1127	Chair Flying - Emergency Pressure Loops	Under time pressure at General aircraft numbers - Speeds, What is the best glide speed with flaps T/O?	64 kts	70 kts	59 kts	65 kts		
DV20-1128	Chair Flying - Emergency Pressure Loops	Under time pressure at General aircraft numbers - Weights, What is the maximum takeoff weight for PH-MFT and PH-SKM?	730 kg	495 kg	750 kg	511 kg		
DV20-1129	Chair Flying - Emergency Pressure Loops	Under time pressure at Average fuel usage, What is the usable fuel tank capacity?	77 liters	100 liters	58 liters	79 liters		
DV20-1130	Chair Flying - Emergency Pressure Loops	Under time pressure at Estimated gliding distance, What is the approximate glide ratio (L/Dmax) of the Katana?	14:1	10:1	7:1	20:1		
DV20-1131	Chair Flying - Emergency Pressure Loops	Under time pressure at Downwind flaps T/O — throttle setting, On downwind, after selecting flaps T/O, to what setting i…	"±24"" MP to maintain 70 kts"	Full throttle until base	"±15"" MP to maintain 70 kts"	"±21"" MP to maintain 75 kts"		
DV20-1132	Chair Flying - Emergency Pressure Loops	Under time pressure at Powersetting / configuration versus speed table, What is the initial throttle (MP) setting when …	"15"" MP"	"±21"" MP, speed 70 kts"	"12–15"" MP"	"25"" MP, 2400 RPM, 90 kts"		
DV20-1133	Chair Flying - Emergency Pressure Loops	Under time pressure at Powersetting table / Circuit and normal landing (p.18, 39), What is the minimum approach speed o…	60 kts	58 kts	70 kts	55 kts		
DV20-1134	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Descent — extra rate per inch MP reduction, During descent, approximately how much extra d…	100 ft/min extra descend rate	No change to descend rate	50 ft/min less descend rate	200 ft/min extra descend rate		
DV20-1135	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Circuit continuation — power and speed at 700 ft AAL, When staying in the circuit, what po…	"±21"" MP, speed 70 kts"	"12–15"" MP"	"25"" MP, 2400 RPM, 90 kts"	"±18"" MP, 2400 RPM, 90 kts"		
DV20-1136	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Transition to climb — full throttle speed, In the transition from straight and level to cl…	70 kts	90 kts	58 kts	65 kts		
DV20-1137	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Level-off from climb — power reduction speed, When leveling off from a climb, at what airs…	90 kts	70 kts	65 kts	75 kts		
DV20-1138	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Transition to descent — carburetor heat, In the transition to descent, what should be done…	ON before reducing power	MAX RPM, throttle FULL, carburetor heat OFF	"T/O after ""Speed checked"" within white arc"	Right side of runway due to gliders/paras		
DV20-1139	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Level-off from descent — carburetor heat OFF point, When leveling off from a descent, at w…	100 ft before desired altitude	300 ft	200 ft AAL	300 ft AGL		
DV20-1140	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Steep turn, During a 45 degree steep turn, what should you do when passing 30 degrees of b…	"Increase power setting by 2"""	Extend flaps T/O	"Decrease power setting by 2"""	Retard throttle to idle		
DV20-1141	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Clearing turns — target speed, What speed should be maintained during clearing turns befor…	90 kts	VS+10 kts	65 kts	70 kts		
DV20-1142	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Transition to glide, What is the target speed when establishing a glide from straight and …	70 kts	90 kts	59 kts	64 kts		
DV20-1143	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Slow flight entry — initial power reduction, On entry to slow flight, to what power settin…	"12–15"" MP"	"25"" MP, 2400 RPM, 90 kts"	"±18"" MP, 2400 RPM, 90 kts"	"15"" MP"		
DV20-1144	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Power-on stall recovery — minimum speed before climb attitude, In a power-on stall recover…	60 kts	43 kts	55 kts	70 kts		
DV20-1145	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Stall recovery — priority action, During stall recovery, what takes priority?	Decrease angle of attack, not altitude loss	Maintain altitude at all costs	Retard throttle to idle first	Extend flaps immediately		
DV20-1146	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Before lowering flaps — required action, What must you do before lowering the flaps?	"Check speed is in the white arc and call out ""Speed checked"""	Set power to idle	Retract flaps fully first	Set carburetor heat OFF		
DV20-1147	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Accelerating from slow flight — flap retraction speed, When accelerating out of slow fligh…	81 kts	90 kts	104 kts	70 kts		
DV20-1148	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Circuit area vertical extent, Up to what altitude does the aerodrome circuit area extend v…	1000 ft AAL	500 ft AGL	700 ft AAL	2000 ft AAL		
DV20-1149	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Circuit departure point, Where does leaving the aerodrome circuit normally take place?	45° half-way crosswind leg	30°	15°	Half-way downwind at 90° interception angle		
DV20-1150	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Base-to-final turn — altitude and position, At approximately what altitude and position is…	500 ft and 20° before extended centerline	300 ft on centerline	700 ft at crosswind	200 ft abeam threshold		
DV20-1151	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Final centerline — established altitude, By what altitude should you be established on the…	300 ft	200 ft AAL	300 ft AGL	Downwind with 1000 ft point		
DV20-1152	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Final approach — max flap extension speed, Below what speed may the flaps be selected?	81 kts (VFE)	70 kts	117 kts (VNO)	104 kts (VA)		
DV20-1153	Chair Flying - Emergency Pressure Loops	In a high-workload branch at VFR standard circuit, What is the minimum height for overflying a circuit area to read the…	1000 ft AAL	700 ft AAL	2000 ft AGL	500 ft AAL		
DV20-1154	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Normal takeoff — post-rotation acceleration speed, After rotation on a normal takeoff, to …	65 kts (Vy flaps T/O) then 70 kts after flap retraction	Maintain airplane control — fly the airplane	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"		
DV20-1155	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Normal takeoff (long hard runway) — flap setting, For a normal takeoff from a long, hard-s…	Flaps UP	Flaps T/O	Flaps LDG	No flaps, with reduced power		
DV20-1156	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Normal takeoff (short/soft runway) — flap setting, For a normal takeoff from a short runwa…	Flaps T/O	Flaps UP	Flaps LDG	No flaps, with reduced power		
DV20-1157	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Obstacle clearance takeoff, What is the rotation speed for an obstacle clearance (short fi…	57 kts	60 kts	51 kts	65 kts		
DV20-1158	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Obstacle clearance takeoff — climb speed, What climb speed is held until clear of obstacle…	58 kts (Vx)	65 kts (Vy)	70 kts	51 kts		
DV20-1159	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Soft/rough field takeoff — nose-raise speed, On a soft/rough field takeoff, at what speed …	60 kts	65 kts	51 kts	70 kts		
DV20-1160	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Normal takeoff, During the takeoff roll, what should the engine instruments read?	2400 RPM ±100 RPM	1700 RPM	1100–1500 RPM	1100 RPM		
DV20-1161	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Normal takeoff, leaving the circuit, When leaving the circuit after departure, what is don…	OFF	T/O	ON	UP		
DV20-1162	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Circuit and normal landing, What is the normal minimum speed over the threshold?	60 kts	70 kts	58 kts	55 kts		
DV20-1163	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Flaps-up landing — circuit speeds, In a flaps-up landing, what are the downwind, base, and…	70 kts / 70 kts / 70 kts	90 kts / 80 kts / 70 kts	70 kts / 65 kts / 58 kts	75 kts / 70 kts / 60 kts		
DV20-1164	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Normal landing — throttle idle point, During a normal landing, when is the throttle retard…	Level flight about 1 m above the runway is established	ON before reducing power	"Increase power setting by 2"""	Clock position combined with above/below/on the horizon		
DV20-1165	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Short field landing — post-nosewheel action, On a short field landing, what is done after …	Flaps UP and brake carefully	Apply full power for touch-and-go	Leave flaps LDG until clear of runway	Retract carb heat first		
DV20-1166	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Touch and go (paved) — flap setting, What flap setting is used for a touch and go on a pav…	UP (considering distance available)	LDG until rotation	Full flap throughout	T/O always		
DV20-1167	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Strong crosswind — recommended landing type, In a strong crosswind, what type of landing m…	A flapless landing	Higher power on final only	Full flap landing always	Slip without rudder correction		
DV20-1168	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Go-around — flap setting after power, After applying power in a go-around, what flap setti…	"T/O after ""Speed checked"" within white arc"	"Increase power setting by 2"""	Clock position combined with above/below/on the horizon	Decrease angle of attack, not altitude loss		
DV20-1169	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Go-around, balked landing, What is the initial climb speed sequence after a go-around?	58 kts (Vx), then 65 kts (Vy) when clear of obstacles	90 kts until downwind	51 kts until 200 ft	70 kts immediately		
DV20-1170	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Go-around — flaps UP height/prop setting, After a go-around, above what height are flaps s…	200 ft AAL	700 ft AAL	500 ft AGL on base	1000 ft AAL		
DV20-1171	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Go-around at Hilversum — runway side restriction, During a go-around at Hilversum, which s…	Right side of runway due to gliders/paras	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"	100 ft/min extra descend rate		
DV20-1172	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Rejected takeoff — abort criterion, A rejected takeoff should be executed if a continued t…	Rotation	Flap retraction	Crosswind turn	STUDENT		
DV20-1173	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Engine failure after takeoff, Below what height should a simulated engine failure after ta…	300 ft AGL	500 ft AGL	700 ft AAL	200 ft AAL		
DV20-1174	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Engine failure after takeoff — glide speed, After an engine failure after takeoff, to what…	59 kts with flaps T/O, or 70 kts with flaps UP	Maintain airplane control — fly the airplane	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"		
DV20-1175	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Engine failure in flight (>1500 ft) — fly-to area, On an engine failure in flight above 15…	Downwind with 1000 ft point	100 ft before desired altitude	2000 ft AGL	3000 ft AGL		
DV20-1176	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Engine failure in flight (<700 ft) — fly-to area, On an engine failure in flight below 700…	Direct final	Climb to 1500 ft first	Direct base only	10 liters of usable fuel		
DV20-1177	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Emergency landing engine off — approach speed, What airspeed is used for an emergency land…	59 kts	43 kts always	55 kts on downwind only	70 kts		
DV20-1178	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Electrical fire including smoke in flight, What is the first action for an electrical fire…	Master switch (battery) OFF	Full throttle	Open canopy immediately	Extend flaps LDG		
DV20-1179	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Generator warning light with discharge — action, If the generator warning light shows with…	Switch off all nonessential equipment and land at nearest suitable airport	Increase throttle to maximum	Turn master switch ON and OFF repeatedly	Continue flight indefinitely		
DV20-1180	Chair Flying - Emergency Pressure Loops	In a high-workload branch at introduction, What is the first priority in all abnormal procedures?	Maintain airplane control — fly the airplane	Extend flaps immediately	Complete radio calls first	Shut down all electrical systems		
DV20-1181	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Fuel dipstick — lowest notch indication, On the fuel dipstick, what does the lowest notch …	10 liters of usable fuel	Full tank only	77 liters total	Unusable fuel quantity		
DV20-1182	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Approved fuel grades, What is the preferred approved fuel at EHHV?	MOGAS per BAZ-Regulation	Aviation lubricant mixed with fuel	Jet A-1	Automotive diesel		
DV20-1183	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Approved lubricant CAUTION — prohibited substitute, According to the document's CAUTION, w…	Aviation lubricant for engine oil	MOGAS at EHHV	SF or SG marked automotive oil	100LL AVGAS		
DV20-1184	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Departure briefing — Hilversum circuit join point, In the departure briefing example, wher…	700 ft at crosswind leg under 45°	700 ft AAL	1000 ft AAL	500 ft and 20° before extended centerline		
DV20-1185	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Departure and approach briefing & TEM, What should threat and error management briefings i…	Threats and how to mitigate them	Passenger meal preferences	Historical accident statistics only	14:1		
DV20-1186	Chair Flying - Emergency Pressure Loops	In a high-workload branch at EHHV glide-in — downwind requirement, What does an EHHV glide-in from 1000 ft downwind req…	Mandatory call, no traffic ahead, instructor only	Solo student approval	No radio call required	Full flap landing		
DV20-1187	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Solo student call sign prefix, What call sign prefix should solo student pilots use?	STUDENT	GLIDER	TRAINING	DV20		
DV20-1188	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Instruments/brakes check during taxiing, When taxiing, the instruments/brakes check is cal…	The parking area	Crosswind leg	The runway	MOGAS per BAZ-Regulation		
DV20-1189	Chair Flying - Emergency Pressure Loops	In a high-workload branch at After take-off, On the AFTER TAKE-OFF checklist (minimum 200 ft AAL), what should you do?	Select flaps UP and set propeller speed to 2400 RPM	Set flaps T/O and reduce to idle power	Retract flaps and turn electric fuel pump OFF	Extend flaps LDG and set MAX RPM		
DV20-1190	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Electric fuel pump OFF timing, When should the electric fuel pump be switched OFF after ta…	Above 1000 ft AAL	3000 ft AGL	700 ft AAL	1000 ft AAL		
DV20-1191	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Engine run-up — throttle RPM (brakes held), During the engine run-up, to what RPM is the t…	1700 RPM	1500 RPM	1100 RPM	2400 RPM		
DV20-1192	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Starting engine (CAUTION), If oil pressure is below 1.5 bar after start, what is the maxim…	10 seconds	5 seconds	15 seconds	30 seconds		
DV20-1193	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Downwind, what position should carburetor heat be in?	ON	OFF	T/O	UP		
DV20-1194	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Emergency landing with engine off — approach speed, What airspeed does the EMERGENCY LANDI…	59 kts	70 kts	43 kts	55 kts		
DV20-1195	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Flap system failure (UP only) — approach speed adjustment, In a flap system failure where …	Raised by 10 kts	104 kts	15 kts	64 kts		
DV20-1196	Chair Flying - Emergency Pressure Loops	In a high-workload branch at Taxi warm-up — oil temperature RPM, During taxi warm-up, at what RPM is the engine oil war…	1100–1500 RPM	1700 RPM	2400 RPM ±100 RPM	1100 RPM		
DV20-1197	Chair Flying - Emergency Pressure Loops	In a high-workload branch at General aircraft numbers - Speeds, What is Vy (best rate of climb) for the DV20?	70 kts	58 kts	65 kts	90 kts		
DV20-1198	Chair Flying - Emergency Pressure Loops	In a high-workload branch at General aircraft numbers - Speeds, What is Vy (best rate of climb) with flaps in the T/O p…	65 kts	75 kts	58 kts	70 kts		
DV20-1199	Chair Flying - Emergency Pressure Loops	In a high-workload branch at General aircraft numbers - Speeds, What is Vx (best angle of climb) with flaps T/O?	58 kts	51 kts	65 kts	70 kts		
DV20-1200	Chair Flying - Emergency Pressure Loops	In a high-workload branch at General aircraft numbers - Speeds, What is the stall speed VS1 (flaps up)?	43 kts	39 kts	58 kts	38 kts		
DV20-1201	Chair Flying - Emergency Pressure Loops	In a high-workload branch at General aircraft numbers - Speeds, What is VSO (stall speed, flaps down)?	38 kts	43 kts	55 kts	39 kts		
DV20-1202	Chair Flying - Emergency Pressure Loops	In a high-workload branch at General aircraft numbers - Speeds, What is VFE (maximum speed with flaps extended)?	81 kts	104 kts	117 kts	70 kts		
DV20-1203	Chair Flying - Emergency Pressure Loops	In a high-workload branch at General aircraft numbers - Speeds, What is VA (maneuvering speed)?	104 kts	117 kts	90 kts	161 kts		
DV20-1204	Chair Flying - Emergency Pressure Loops	In a high-workload branch at General aircraft numbers - Speeds, What is the maximum demonstrated crosswind component?	15 kts	20 kts	25 kts	10 kts		
DV20-1205	Chair Flying - Emergency Pressure Loops	For this trigger at Flaps-up landing — circuit speeds, In a flaps-up landing, what are the downwind, base, and final sp…	70 kts / 70 kts / 70 kts	90 kts / 80 kts / 70 kts	70 kts / 65 kts / 58 kts	75 kts / 70 kts / 60 kts		
DV20-1206	Chair Flying - Emergency Pressure Loops	For this trigger at Normal landing — throttle idle point, During a normal landing, when is the throttle retarded to idl…	Level flight about 1 m above the runway is established	ON before reducing power	"Increase power setting by 2"""	Clock position combined with above/below/on the horizon		
DV20-1207	Chair Flying - Emergency Pressure Loops	For this trigger at Soft field landing — technique emphasis, What does soft field landing technique emphasize?	Keep nosewheel off as long as possible with full back pressure	Brake immediately after main gear touchdown	Flaps UP throughout approach	Higher approach speed of 90 kts		
DV20-1208	Chair Flying - Emergency Pressure Loops	For this trigger at Short field landing — post-nosewheel action, On a short field landing, what is done after the nosew…	Flaps UP and brake carefully	Apply full power for touch-and-go	Leave flaps LDG until clear of runway	Retract carb heat first		
DV20-1209	Chair Flying - Emergency Pressure Loops	For this trigger at Touch and go (paved) — flap setting, What flap setting is used for a touch and go on a paved runway?	UP (considering distance available)	LDG until rotation	Full flap throughout	T/O always		
DV20-1210	Chair Flying - Emergency Pressure Loops	For this trigger at Touch and go (grass) — flap setting, What flap setting is used for a touch and go on grass?	T/O	ON	OFF	UP		
DV20-1211	Chair Flying - Emergency Pressure Loops	For this trigger at Strong crosswind — recommended landing type, In a strong crosswind, what type of landing may be adv…	A flapless landing	Higher power on final only	Full flap landing always	Slip without rudder correction		
DV20-1212	Chair Flying - Emergency Pressure Loops	For this trigger at Go-around, balked landing, What are the first actions in a go-around / balked landing?	MAX RPM, throttle FULL, carburetor heat OFF	Pitch up before adding power	Flaps UP, idle power, carb heat ON	Retract all flaps, then add power		
DV20-1213	Chair Flying - Emergency Pressure Loops	For this trigger at Go-around — flap setting after power, After applying power in a go-around, what flap setting is sel…	"T/O after ""Speed checked"" within white arc"	"Increase power setting by 2"""	Clock position combined with above/below/on the horizon	Decrease angle of attack, not altitude loss		
DV20-1214	Chair Flying - Emergency Pressure Loops	For this trigger at Go-around, balked landing, What is the initial climb speed sequence after a go-around?	58 kts (Vx), then 65 kts (Vy) when clear of obstacles	90 kts until downwind	51 kts until 200 ft	70 kts immediately		
DV20-1215	Chair Flying - Emergency Pressure Loops	For this trigger at Go-around — flaps UP height/prop setting, After a go-around, above what height are flaps selected U…	200 ft AAL	700 ft AAL	500 ft AGL on base	1000 ft AAL		
DV20-1216	Chair Flying - Emergency Pressure Loops	For this trigger at Go-around at Hilversum — runway side restriction, During a go-around at Hilversum, which side of th…	Right side of runway due to gliders/paras	Select flaps UP and set propeller speed to 2400 RPM	"±24"" MP to maintain 70 kts"	100 ft/min extra descend rate		
DV20-1217	Chair Flying - Emergency Pressure Loops	For this trigger at Transition to climb — full throttle speed, In the transition from straight and level to climb, at w…	70 kts	90 kts	58 kts	65 kts		
DV20-1218	Chair Flying - Emergency Pressure Loops	For this trigger at Level-off from climb — power reduction speed, When leveling off from a climb, at what airspeed is p…	90 kts	70 kts	65 kts	75 kts		
